Id,MSSubClass,MSZoning=RL,MSZoning=RM,'MSZoning=C (all)',MSZoning=FV,MSZoning=RH,LotFrontage,LotArea,Street,Alley,LotShape=Reg,LotShape=IR1,LotShape=IR2,LotShape=IR3,LandContour=Lvl,LandContour=Bnk,LandContour=Low,LandContour=HLS,Utilities,LotConfig=Inside,LotConfig=FR2,LotConfig=Corner,LotConfig=CulDSac,LotConfig=FR3,LandSlope=Gtl,LandSlope=Mod,LandSlope=Sev,Neighborhood=CollgCr,Neighborhood=Veenker,Neighborhood=Crawfor,Neighborhood=NoRidge,Neighborhood=Mitchel,Neighborhood=Somerst,Neighborhood=NWAmes,Neighborhood=OldTown,Neighborhood=BrkSide,Neighborhood=Sawyer,Neighborhood=NridgHt,Neighborhood=mes,Neighborhood=SawyerW,Neighborhood=IDOTRR,Neighborhood=MeadowV,Neighborhood=Edwards,Neighborhood=Timber,Neighborhood=Gilbert,Neighborhood=StoneBr,Neighborhood=ClearCr,Neighborhood=NPkVill,Neighborhood=Blmngtn,Neighborhood=BrDale,Neighborhood=SWISU,Neighborhood=Blueste,Condition1=Norm,Condition1=Feedr,Condition1=PosN,Condition1=Artery,Condition1=RRAe,Condition1=RRNn,Condition1=RRAn,Condition1=PosA,Condition1=RRNe,Condition2=Norm,Condition2=Artery,Condition2=RRNn,Condition2=Feedr,Condition2=PosN,Condition2=PosA,Condition2=RRAn,Condition2=RRAe,BldgType=1Fam,BldgType=2fmCon,BldgType=Duplex,BldgType=TwnhsE,BldgType=Twnhs,HouseStyle=2Story,HouseStyle=1Story,HouseStyle=1.5Fin,HouseStyle=1.5Unf,HouseStyle=SFoyer,HouseStyle=SLvl,HouseStyle=2.5Unf,HouseStyle=2.5Fin,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle=Gable,RoofStyle=Hip,RoofStyle=Gambrel,RoofStyle=Mansard,RoofStyle=Flat,RoofStyle=Shed,RoofMatl=CompShg,RoofMatl=WdShngl,RoofMatl=Metal,RoofMatl=WdShake,RoofMatl=Membran,RoofMatl=Tar&Grv,RoofMatl=Roll,RoofMatl=ClyTile,Exterior1st=VinylSd,Exterior1st=MetalSd,'Exterior1st=Wd Sdng',Exterior1st=HdBoard,Exterior1st=BrkFace,Exterior1st=WdShing,Exterior1st=CemntBd,Exterior1st=Plywood,Exterior1st=AsbShng,Exterior1st=Stucco,Exterior1st=BrkComm,Exterior1st=AsphShn,Exterior1st=Stone,Exterior1st=ImStucc,Exterior1st=CBlock,Exterior2nd=VinylSd,Exterior2nd=MetalSd,'Exterior2nd=Wd Shng',Exterior2nd=HdBoard,Exterior2nd=Plywood,'Exterior2nd=Wd Sdng',Exterior2nd=CmentBd,Exterior2nd=BrkFace,Exterior2nd=Stucco,Exterior2nd=AsbShng,'Exterior2nd=Brk Cmn',Exterior2nd=ImStucc,Exterior2nd=AsphShn,Exterior2nd=Stone,Exterior2nd=Other,Exterior2nd=CBlock,MasVnrType=BrkFace,MasVnrType=None,MasVnrType=Stone,MasVnrType=BrkCmn,MasVnrArea,ExterQual=Gd,ExterQual=TA,ExterQual=Ex,ExterQual=Fa,ExterCond=TA,ExterCond=Gd,ExterCond=Fa,ExterCond=Po,ExterCond=Ex,Foundation=PConc,Foundation=CBlock,Foundation=BrkTil,Foundation=Wood,Foundation=Slab,Foundation=Stone,BsmtQual=Gd,BsmtQual=TA,BsmtQual=Ex,BsmtQual=Fa,BsmtCond=TA,BsmtCond=Gd,BsmtCond=Fa,BsmtCond=Po,BsmtExposure=No,BsmtExposure=Gd,BsmtExposure=Mn,BsmtExposure=Av,BsmtFinType1=GLQ,BsmtFinType1=ALQ,BsmtFinType1=Unf,BsmtFinType1=Rec,BsmtFinType1=BLQ,BsmtFinType1=LwQ,BsmtFinSF1,BsmtFinType2=Unf,BsmtFinType2=BLQ,BsmtFinType2=ALQ,BsmtFinType2=Rec,BsmtFinType2=LwQ,BsmtFinType2=GLQ,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating=GasA,Heating=GasW,Heating=Grav,Heating=Wall,Heating=OthW,Heating=Floor,HeatingQC=Ex,HeatingQC=Gd,HeatingQC=TA,HeatingQC=Fa,HeatingQC=Po,CentralAir,Electrical=SBrkr,Electrical=FuseF,Electrical=FuseA,Electrical=FuseP,Electrical=Mix,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual=Gd,KitchenQual=TA,KitchenQual=Ex,KitchenQual=Fa,TotRmsAbvGrd,Functional=Typ,Functional=Min1,Functional=Maj1,Functional=Min2,Functional=Mod,Functional=Maj2,Functional=Sev,Fireplaces,FireplaceQu=TA,FireplaceQu=Gd,FireplaceQu=Fa,FireplaceQu=Ex,FireplaceQu=Po,GarageType=Attchd,GarageType=Detchd,GarageType=BuiltIn,GarageType=CarPort,GarageType=Basment,GarageType=2Types,GarageYrBlt,GarageFinish=RFn,GarageFinish=Unf,GarageFinish=Fin,GarageCars,GarageArea,GarageQual=TA,GarageQual=Fa,GarageQual=Gd,GarageQual=Ex,GarageQual=Po,GarageCond=TA,GarageCond=Fa,GarageCond=Gd,GarageCond=Po,GarageCond=Ex,PavedDrive=Y,PavedDrive=N,PavedDrive=P,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC=Ex,PoolQC=Fa,PoolQC=Gd,Fence=MnPrv,Fence=GdWo,Fence=GdPrv,Fence=MnWw,MiscFeature=Shed,MiscFeature=Gar2,MiscFeature=Othr,MiscFeature=TenC,MiscVal,MoSold,YrSold,SaleType=WD,SaleType=New,SaleType=COD,SaleType=ConLD,SaleType=ConLI,SaleType=CWD,SaleType=ConLw,SaleType=Con,SaleType=Oth,SaleCondition=Normal,SaleCondition=Abnorml,SaleCondition=Partial,SaleCondition=AdjLand,SaleCondition=Alloca,SaleCondition=Family,SalePrice
772,20,1,0,0,0,0,67,8877,0,?,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,5,1951,1951,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,836,1,0,0,0,0,0,0,0,836,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1220,0,0,1220,0,0,1,0,2,1,0,1,0,0,6,1,0,0,0,0,0,0,0,?,?,?,?,?,0,1,0,0,0,0,1951,0,1,0,2,396,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,0,4,2006,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,102000
773,80,1,0,0,0,0,94,7819,0,?,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6,5,1976,1976,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,422,0,1,0,0,0,0,127,480,1029,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1117,0,0,1117,1,0,1,0,3,1,0,1,0,0,6,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1976,0,1,0,2,672,1,0,0,0,0,1,0,0,0,0,1,0,0,144,0,0,0,0,0,?,?,?,1,0,0,0,?,?,?,?,0,3,2010,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,107000
774,20,1,0,0,0,0,70,10150,0,?,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5,5,1958,1958,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,456,1,0,0,0,0,0,0,456,912,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,912,0,0,912,0,0,1,0,2,1,0,1,0,0,5,1,0,0,0,0,0,0,0,?,?,?,?,?,1,0,0,0,0,0,1958,1,0,0,1,275,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,0,7,2007,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,114500
775,20,1,0,0,0,0,110,14226,0,?,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,8,5,2006,2006,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,375,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1935,1935,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1973,0,0,1973,0,0,2,0,3,1,1,0,0,0,9,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2006,0,0,1,3,895,1,0,0,0,0,1,0,0,0,0,1,0,0,315,45,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,0,7,2007,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,395000
776,120,0,1,0,0,0,32,4500,0,?,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6,5,1998,1998,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,320,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,866,1,0,0,0,0,0,0,338,1204,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1204,0,0,1204,1,0,2,0,2,1,0,1,0,0,5,1,0,0,0,0,0,0,0,?,?,?,?,?,1,0,0,0,0,0,1998,0,0,1,2,412,1,0,0,0,0,1,0,0,0,0,1,0,0,0,247,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,0,6,2009,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,162000
777,20,1,0,0,0,0,86,11210,0,?,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7,5,2005,2006,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,240,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,20,1,0,0,0,0,0,0,1594,1614,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1614,0,0,1614,0,0,2,0,3,1,1,0,0,0,7,1,0,0,0,0,0,0,0,?,?,?,?,?,1,0,0,0,0,0,2005,1,0,0,3,865,1,0,0,0,0,1,0,0,0,0,1,0,0,144,59,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,0,7,2006,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,221500
778,20,1,0,0,0,0,100,13350,0,?,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5,5,1974,1974,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,762,1,0,0,0,0,0,0,102,864,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,894,0,0,894,1,0,1,0,3,1,0,1,0,0,5,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1974,0,1,0,2,440,1,0,0,0,0,1,0,0,0,0,1,0,0,241,0,0,0,0,0,?,?,?,1,0,0,0,?,?,?,?,0,6,2006,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,142500
779,90,0,0,0,0,1,60,8400,0,?,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,5,1977,1977,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,320,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2020,0,0,2020,0,0,2,0,4,2,0,1,0,0,10,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,1977,0,1,0,2,630,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,0,10,2007,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,144000
780,90,1,0,0,0,0,78,10530,0,?,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6,5,1977,1977,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,90,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,975,1,0,0,0,0,0,0,0,975,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1004,0,0,1004,1,0,1,0,2,1,0,1,0,0,4,1,0,0,0,0,0,0,0,?,?,?,?,?,1,0,0,0,0,0,1977,0,1,0,2,504,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,0,5,2006,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,135000
781,20,1,0,0,0,0,63,7875,0,?,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7,5,1995,1996,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,38,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1237,1237,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1253,0,0,1253,0,0,2,0,3,1,0,1,0,0,6,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1995,0,0,1,2,402,1,0,0,0,0,1,0,0,0,0,1,0,0,220,21,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,0,6,2007,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,176000
782,60,1,0,0,0,0,65,7153,0,?,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,5,1992,1992,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,387,1,0,0,0,0,0,0,374,761,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,810,793,0,1603,0,0,2,1,3,1,1,0,0,0,7,1,0,0,0,0,0,0,0,?,?,?,?,?,1,0,0,0,0,0,1992,1,0,0,2,484,1,0,0,0,0,1,0,0,0,0,1,0,0,0,124,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,0,7,2006,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,175900
783,20,1,0,0,0,0,67,16285,0,?,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7,5,2001,2002,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1413,1413,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1430,0,0,1430,0,0,2,0,3,1,1,0,0,0,6,1,0,0,0,0,0,0,0,?,?,?,?,?,1,0,0,0,0,0,2001,1,0,0,2,605,1,0,0,0,0,1,0,0,0,0,1,0,0,0,33,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,0,6,2009,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,187100
784,85,1,0,0,0,0,?,9101,0,?,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,6,1978,1978,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,104,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1097,1,0,0,0,0,0,0,0,1097,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1110,0,0,1110,1,0,1,0,1,1,1,0,0,0,4,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1978,0,0,1,2,602,1,0,0,0,0,1,0,0,0,0,1,0,0,303,30,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,0,7,2009,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,165500
785,75,0,1,0,0,0,35,6300,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6,6,1914,2001,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,742,742,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,742,742,0,1484,0,0,2,0,3,1,0,1,0,0,9,1,0,0,0,0,0,0,1,0,1,0,0,0,?,?,?,?,?,?,?,?,?,?,0,0,?,?,?,?,?,?,?,?,?,?,1,0,0,0,291,134,0,0,0,?,?,?,?,?,?,?,?,?,?,?,0,6,2008,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,128000
786,20,1,0,0,0,0,?,9790,0,?,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6,5,1967,1967,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,251,0,0,0,0,1,0,630,491,1372,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1342,0,0,1342,0,0,2,0,3,1,0,1,0,0,7,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1967,0,1,0,2,457,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,197,0,?,?,?,?,?,?,?,?,?,?,?,0,9,2009,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,161500
787,50,0,1,0,0,0,60,10800,0,?,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,6,1915,1950,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,686,1,0,0,0,0,0,0,0,686,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,966,686,0,1652,1,0,2,0,4,1,0,1,0,0,7,1,0,0,0,0,0,0,0,?,?,?,?,?,0,1,0,0,0,0,1961,0,1,0,1,416,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,196,0,0,0,?,?,?,?,?,?,?,1,0,0,0,1200,6,2010,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,139000
788,60,1,0,0,0,0,76,10142,0,?,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7,5,2004,2004,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,656,1,0,0,0,0,0,0,300,956,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,956,1128,0,2084,1,0,2,1,4,1,1,0,0,0,8,1,0,0,0,0,0,0,0,?,?,?,?,?,0,0,1,0,0,0,2004,1,0,0,2,618,1,0,0,0,0,1,0,0,0,0,1,0,0,0,45,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,0,1,2010,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,233000
789,20,0,1,0,0,0,50,6000,0,?,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,7,1954,2000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,901,901,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,901,0,0,901,0,0,1,0,2,1,0,1,0,0,4,1,0,0,0,0,0,0,0,?,?,?,?,?,0,1,0,0,0,0,1954,0,1,0,1,281,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,0,8,2008,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,107900
