Id,MSSubClass,MSZoning=RH,MSZoning=RL,MSZoning=RM,MSZoning=FV,'MSZoning=C (all)',LotFrontage,LotArea,Street,Alley,LotShape=Reg,LotShape=IR1,LotShape=IR2,LotShape=IR3,LandContour=Lvl,LandContour=HLS,LandContour=Bnk,LandContour=Low,Utilities,LotConfig=Inside,LotConfig=Corner,LotConfig=FR2,LotConfig=CulDSac,LotConfig=FR3,LandSlope=Gtl,LandSlope=Mod,LandSlope=Sev,Neighborhood=NAmes,Neighborhood=Gilbert,Neighborhood=StoneBr,Neighborhood=BrDale,Neighborhood=NPkVill,Neighborhood=NridgHt,Neighborhood=Blmngtn,Neighborhood=NoRidge,Neighborhood=Somerst,Neighborhood=SawyerW,Neighborhood=Sawyer,Neighborhood=NWAmes,Neighborhood=OldTown,Neighborhood=BrkSide,Neighborhood=ClearCr,Neighborhood=SWISU,Neighborhood=Edwards,Neighborhood=CollgCr,Neighborhood=Crawfor,Neighborhood=Blueste,Neighborhood=IDOTRR,Neighborhood=Mitchel,Neighborhood=Timber,Neighborhood=MeadowV,Neighborhood=Veenker,Condition1=Feedr,Condition1=Norm,Condition1=PosN,Condition1=RRNe,Condition1=Artery,Condition1=RRNn,Condition1=PosA,Condition1=RRAn,Condition1=RRAe,Condition2=Norm,Condition2=Feedr,Condition2=PosA,Condition2=PosN,Condition2=Artery,BldgType=1Fam,BldgType=TwnhsE,BldgType=Twnhs,BldgType=Duplex,BldgType=2fmCon,HouseStyle=1Story,HouseStyle=2Story,HouseStyle=SLvl,HouseStyle=1.5Fin,HouseStyle=SFoyer,HouseStyle=2.5Unf,HouseStyle=1.5Unf,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle=Gable,RoofStyle=Hip,RoofStyle=Gambrel,RoofStyle=Flat,RoofStyle=Mansard,RoofStyle=Shed,RoofMatl=CompShg,RoofMatl=Tar&Grv,RoofMatl=WdShake,RoofMatl=WdShngl,Exterior1st=VinylSd,'Exterior1st=Wd Sdng',Exterior1st=HdBoard,Exterior1st=Plywood,Exterior1st=MetalSd,Exterior1st=CemntBd,Exterior1st=WdShing,Exterior1st=BrkFace,Exterior1st=AsbShng,Exterior1st=BrkComm,Exterior1st=Stucco,Exterior1st=AsphShn,Exterior1st=CBlock,Exterior2nd=VinylSd,'Exterior2nd=Wd Sdng',Exterior2nd=HdBoard,Exterior2nd=Plywood,Exterior2nd=MetalSd,'Exterior2nd=Brk Cmn',Exterior2nd=CmentBd,Exterior2nd=ImStucc,'Exterior2nd=Wd Shng',Exterior2nd=AsbShng,Exterior2nd=Stucco,Exterior2nd=CBlock,Exterior2nd=BrkFace,Exterior2nd=AsphShn,Exterior2nd=Stone,MasVnrType=None,MasVnrType=BrkFace,MasVnrType=Stone,MasVnrType=BrkCmn,MasVnrArea,ExterQual=TA,ExterQual=Gd,ExterQual=Ex,ExterQual=Fa,ExterCond=TA,ExterCond=Gd,ExterCond=Fa,ExterCond=Po,ExterCond=Ex,Foundation=CBlock,Foundation=PConc,Foundation=BrkTil,Foundation=Stone,Foundation=Slab,Foundation=Wood,BsmtQual=TA,BsmtQual=Gd,BsmtQual=Ex,BsmtQual=Fa,BsmtCond=TA,BsmtCond=Po,BsmtCond=Fa,BsmtCond=Gd,BsmtExposure=No,BsmtExposure=Gd,BsmtExposure=Mn,BsmtExposure=Av,BsmtFinType1=Rec,BsmtFinType1=ALQ,BsmtFinType1=GLQ,BsmtFinType1=Unf,BsmtFinType1=BLQ,BsmtFinType1=LwQ,BsmtFinSF1,BsmtFinType2=LwQ,BsmtFinType2=Unf,BsmtFinType2=Rec,BsmtFinType2=BLQ,BsmtFinType2=GLQ,BsmtFinType2=ALQ,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating=GasA,Heating=GasW,Heating=Grav,Heating=Wall,HeatingQC=TA,HeatingQC=Gd,HeatingQC=Ex,HeatingQC=Fa,HeatingQC=Po,CentralAir,Electrical=SBrkr,Electrical=FuseA,Electrical=FuseF,Electrical=FuseP,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual=TA,KitchenQual=Gd,KitchenQual=Ex,KitchenQual=Fa,TotRmsAbvGrd,Functional=Typ,Functional=Min2,Functional=Min1,Functional=Mod,Functional=Maj1,Functional=Sev,Functional=Maj2,Fireplaces,FireplaceQu=TA,FireplaceQu=Gd,FireplaceQu=Po,FireplaceQu=Fa,FireplaceQu=Ex,GarageType=Attchd,GarageType=Detchd,GarageType=BuiltIn,GarageType=Basment,GarageType=2Types,GarageType=CarPort,GarageYrBlt,GarageFinish=Unf,GarageFinish=Fin,GarageFinish=RFn,GarageCars,GarageArea,GarageQual=TA,GarageQual=Fa,GarageQual=Gd,GarageQual=Po,GarageCond=TA,GarageCond=Fa,GarageCond=Gd,GarageCond=Po,GarageCond=Ex,PavedDrive=Y,PavedDrive=N,PavedDrive=P,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence=MnPrv,Fence=GdPrv,Fence=GdWo,Fence=MnWw,MiscFeature=Gar2,MiscFeature=Shed,MiscFeature=Othr,MiscVal,MoSold,YrSold,SaleType=WD,SaleType=COD,SaleType=New,SaleType=ConLD,SaleType=Oth,SaleType=Con,SaleType=ConLw,SaleType=ConLI,SaleType=CWD,SaleCondition
2325,20,0,1,0,0,0,59,10936,0,?,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,7,5,2006,2006,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1510,1510,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1525,0,0,1525,0,0,2,1,3,1,0,1,0,0,6,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2006,0,0,1,2,534,1,0,0,0,1,0,0,0,0,1,0,0,100,18,0,0,0,0,?,?,?,?,?,?,?,?,0,4,2007,0,0,1,0,0,0,0,0,0,Partial
2326,80,0,1,0,0,0,?,11950,0,?,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7,5,2003,2003,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,?,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,384,384,1,0,0,0,0,0,1,0,0,0,1,0,0,0,754,640,0,1394,0,0,2,1,3,1,0,1,0,0,7,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2003,0,1,0,2,400,1,0,0,0,1,0,0,0,0,1,0,0,100,0,0,0,0,0,?,?,?,?,?,?,?,?,0,10,2007,1,0,0,0,0,0,0,0,0,Normal
2327,60,0,1,0,0,0,63,7875,0,?,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7,5,2003,2003,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,847,847,1,0,0,0,0,0,1,0,0,0,1,0,0,0,847,1101,0,1948,0,0,2,1,4,1,0,1,0,0,8,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2003,0,1,0,2,434,1,0,0,0,1,0,0,0,0,1,0,0,0,48,0,0,0,0,?,?,?,?,?,?,?,?,0,7,2007,1,0,0,0,0,0,0,0,0,Normal
2328,60,0,1,0,0,0,?,8740,0,?,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7,5,2002,2002,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,574,0,1,0,0,0,0,0,280,854,1,0,0,0,0,0,1,0,0,0,1,0,0,0,864,1131,0,1995,0,0,2,1,4,1,0,1,0,0,8,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2002,0,1,0,2,435,1,0,0,0,1,0,0,0,0,1,0,0,264,48,0,0,0,0,?,?,?,?,?,?,?,?,0,7,2007,1,0,0,0,0,0,0,0,0,Normal
2329,60,0,1,0,0,0,58,9487,0,?,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6,5,2000,2000,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,520,0,1,0,0,0,0,0,395,915,1,0,0,0,0,0,1,0,0,0,1,0,0,0,940,750,0,1690,1,0,2,1,3,1,1,0,0,0,7,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2000,0,0,1,2,442,1,0,0,0,1,0,0,0,0,1,0,0,0,50,0,0,0,0,?,?,?,?,?,?,?,?,0,6,2007,1,0,0,0,0,0,0,0,0,Normal
2330,60,0,1,0,0,0,59,9649,0,?,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6,5,1999,2000,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,941,941,1,0,0,0,0,0,1,0,0,0,1,0,0,0,961,683,0,1644,0,0,2,1,3,1,1,0,0,0,7,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1999,0,0,1,2,460,1,0,0,0,1,0,0,0,0,1,0,0,460,42,0,0,0,0,?,?,?,?,?,?,?,?,0,5,2007,1,0,0,0,0,0,0,0,0,Normal
2331,60,0,1,0,0,0,100,12191,0,?,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,8,5,1997,1998,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,515,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1181,0,1,0,0,0,0,0,598,1779,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1779,772,0,2551,1,0,2,1,4,1,0,1,0,0,8,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1998,0,1,0,3,925,1,0,0,0,1,0,0,0,0,1,0,0,76,61,0,0,0,0,?,?,?,?,?,?,?,?,0,6,2007,1,0,0,0,0,0,0,0,0,Normal
2332,60,0,1,0,0,0,89,10557,0,?,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,9,5,1998,1998,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,422,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,672,0,1,0,0,0,0,0,736,1408,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1671,1407,0,3078,1,0,2,1,4,1,0,1,0,0,9,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1998,0,1,0,3,806,1,0,0,0,1,0,0,0,0,1,0,0,108,87,0,0,0,0,?,?,?,?,?,?,?,?,0,7,2007,1,0,0,0,0,0,0,0,0,Normal
2333,60,0,1,0,0,0,74,11002,0,?,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,8,5,1998,1999,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1048,0,1,0,0,0,0,0,341,1389,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1411,1171,0,2582,1,0,2,1,4,1,0,1,0,0,9,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1998,0,1,0,3,758,1,0,0,0,1,0,0,0,0,1,0,0,286,60,0,0,0,0,?,?,?,?,?,?,?,?,0,1,2007,1,0,0,0,0,0,0,0,0,Normal
2334,60,0,1,0,0,0,83,10790,0,?,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7,5,1998,1998,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,275,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1066,1066,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1108,1277,0,2385,0,0,2,1,4,1,0,1,0,0,8,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1998,0,1,0,3,600,1,0,0,0,1,0,0,0,0,1,0,0,120,38,0,0,0,0,?,?,?,?,?,?,?,?,0,5,2007,1,0,0,0,0,0,0,0,0,Normal
2335,60,0,1,0,0,0,88,11762,0,?,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,8,5,1992,1993,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,309,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,335,0,1,0,0,0,0,0,770,1105,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1105,1097,0,2202,1,0,2,1,4,1,0,1,0,0,9,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1992,0,0,1,2,517,1,0,0,0,1,0,0,0,0,1,0,0,0,65,0,0,144,0,?,?,?,?,?,?,?,?,0,9,2007,1,0,0,0,0,0,0,0,0,Normal
2336,60,0,1,0,0,0,82,9044,0,?,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,8,5,1996,1997,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,526,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1225,0,1,0,0,0,0,0,100,1325,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1335,1203,0,2538,0,0,2,1,4,1,0,1,0,0,8,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1996,0,0,1,3,933,1,0,0,0,1,0,0,0,0,1,0,0,198,92,0,0,0,0,?,?,?,?,?,?,?,?,0,5,2007,1,0,0,0,0,0,0,0,0,Normal
2337,20,0,1,0,0,0,75,9910,0,?,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,7,6,2007,2007,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1369,1369,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1369,0,0,1369,0,0,2,0,3,1,0,1,0,0,5,1,0,0,0,0,0,0,0,?,?,?,?,?,1,0,0,0,0,0,2007,1,0,0,2,605,1,0,0,0,1,0,0,0,0,1,0,0,0,203,0,0,0,0,?,?,?,?,?,?,?,?,0,9,2007,0,0,1,0,0,0,0,0,0,Partial
2338,20,0,1,0,0,0,91,11830,0,?,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8,5,2007,2007,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,164,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1220,0,1,0,0,0,0,0,322,1542,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1542,0,0,1542,1,0,2,0,3,1,0,1,0,0,6,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2007,1,0,0,3,852,1,0,0,0,1,0,0,0,0,1,0,0,168,110,0,0,0,0,?,?,?,?,?,?,?,?,0,7,2007,0,0,1,0,0,0,0,0,0,Partial
2339,20,0,1,0,0,0,76,10612,0,?,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8,5,2006,2006,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,248,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,28,0,1,0,0,0,0,0,1496,1524,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1534,0,0,1534,0,0,2,0,3,1,0,1,0,0,7,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2006,0,1,0,2,484,1,0,0,0,1,0,0,0,0,1,0,0,168,46,0,0,0,0,?,?,?,?,?,?,?,?,0,1,2007,1,0,0,0,0,0,0,0,0,Family
2340,20,0,1,0,0,0,98,12291,0,?,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,10,5,2007,2007,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,754,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1572,0,1,0,0,0,0,0,394,1966,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1966,0,0,1966,1,0,2,0,1,1,0,0,1,0,6,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2007,0,1,0,3,1092,1,0,0,0,1,0,0,0,0,1,0,0,76,52,0,0,0,0,?,?,?,?,?,?,?,?,0,10,2007,0,0,1,0,0,0,0,0,0,Partial
2341,20,0,1,0,0,0,85,9965,0,?,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,7,5,2007,2007,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,?,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1528,1528,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1528,0,0,1528,0,0,3,2,3,1,0,1,0,0,6,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2007,1,0,0,2,480,1,0,0,0,1,0,0,0,0,1,0,0,0,228,0,0,0,0,?,?,?,?,?,?,?,?,0,9,2007,0,0,1,0,0,0,0,0,0,Partial
2342,20,0,1,0,0,0,74,8847,0,?,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8,5,2005,2005,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,148,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,769,0,1,0,0,0,0,0,769,1538,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1538,0,0,1538,1,0,2,0,3,1,0,1,0,0,7,1,0,0,0,0,0,0,0,?,?,?,?,?,1,0,0,0,0,0,2005,0,0,1,2,484,1,0,0,0,1,0,0,0,0,1,0,0,146,40,0,0,0,0,?,?,?,?,?,?,?,?,0,12,2007,1,0,0,0,0,0,0,0,0,Normal
2343,20,0,1,0,0,0,70,8251,0,?,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,7,5,2005,2006,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,143,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,778,0,1,0,0,0,0,0,716,1494,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1506,0,0,1506,1,0,2,0,3,1,0,1,0,0,7,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2005,0,0,1,2,672,1,0,0,0,1,0,0,0,0,1,0,0,192,35,0,0,0,0,?,?,?,?,?,?,?,?,0,4,2007,1,0,0,0,0,0,0,0,0,Normal
2344,60,0,1,0,0,0,70,9605,0,?,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7,5,2006,2006,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,982,982,1,0,0,0,0,0,1,0,0,0,1,0,0,0,982,995,0,1977,0,0,2,1,3,1,0,1,0,0,7,1,0,0,0,0,0,0,0,?,?,?,?,?,1,0,0,0,0,0,2006,0,0,1,3,574,1,0,0,0,1,0,0,0,0,1,0,0,240,53,0,0,0,0,?,?,?,?,?,?,?,?,0,7,2007,1,0,0,0,0,0,0,0,0,Family
2345,60,0,1,0,0,0,75,8778,0,?,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,8,5,2006,2006,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1302,1302,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1302,528,0,1830,0,0,2,1,3,1,0,1,0,0,7,1,0,0,0,0,0,0,0,?,?,?,?,?,0,0,1,0,0,0,2006,0,0,1,3,859,1,0,0,0,1,0,0,0,0,1,0,0,0,40,0,0,0,0,?,?,?,?,?,?,?,?,0,3,2007,1,0,0,0,0,0,0,0,0,Normal
